NFT ID,Background trait,Background rarity %,Arms trait,Arms rarity %,Body trait,Body rarity %,Legs trait,Legs rarity %,Weapon trait,Weapon rarity %,Helmet trait,Helmet rarity %,Element trait,Element rarity %,Wings trait,Wings rarity %,Aura trait,Aura rarity %,Custom trait,Custom rarity %,1/1 trait,1/1 rarity %,Artist trait,Artist rarity %,emission_multiple,token_id,Overall Rarity %,Rank
772,Energy,5.30,Mirakle,14.16,Nexus,18.26,Military,19.19,0.0,0.00,Kroxa,4.15,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,58.012202954399484,1863
773,SOPESGAL,1.17,Ekko,14.34,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Moonbag V2,2.19,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,55.170199100834935,1350
774,Bar,5.46,Cyber,13.60,Classic,17.86,Thicc,20.43,0.0,0.00,Spartan,20.90,Aqium,19.59,Fallen Angel,51.45,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,80.2665382145151,4406
775,City,5.46,Ekko,14.34,Mystic,1.94,CyberneticV2,7.80,0.0,0.00,Kroxa,4.15,Hopium,19.73,Fallen Angel,51.45,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,42.32498394348105,137
776,Bar,5.46,Ekko,14.34,Nexus,18.26,Frost,16.35,0.0,0.00,Foxtrot,3.18,Kushium,20.41,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,62.01027617212588,2671
777,Sunset,5.64,Mirakle,14.16,Nexus,18.26,Thicc,20.43,Mirakle Blaster,4.46,Spartan,20.90,Hopium,19.73,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,78.1631342324984,4356
778,Wires,11.84,Ekko,14.34,Mystic,1.94,Thicc,20.43,0.0,0.00,Toonami,9.22,Hopium,19.73,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.7533718689788,2628
779,Energy,5.30,Gundam,5.57,Classic,17.86,Military,19.19,Gundam Energy V2,2.76,Titan,7.64,Avaxium,20.09,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.966602440590876,2467
780,Gengar x Zarda,0.95,Mirakle,14.16,Orbital,7.89,Frost,16.35,0.0,0.00,Ser,9.22,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,48.538856775850995,485
781,ScribbleWarlock V2,1.15,Cyber,13.60,Nexus,18.26,Military,19.19,Cyber Axe,11.88,DonnieDarko,3.97,Treenium,20.09,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.04688503532434,2492
782,Wiresv2,11.77,Brawler Yukon,13.69,Mystic,1.94,Tango,7.76,0.0,0.00,DonnieDarkoV2,1.26,Hopium,19.73,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,46.451509312780985,321
783,RubbleV2,5.35,Jaeger,14.50,Orbital,7.89,Military,19.19,0.0,0.00,Toonami,9.22,Treenium,20.09,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.59730250481695,2403
784,EnergyV2,5.48,Cyber,13.60,Mystic,1.94,CyberneticV2,7.80,0.0,0.00,DonnieDarko,3.97,Hopium,19.73,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,43.705844572896595,186
785,Alley,5.07,Cyber,13.60,NexusV2,3.22,Cybernetic,19.64,0.0,0.00,FormicV3,0.27,Kushium,20.41,0.0,0.00,Void,9.71,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,47.687861271676304,407
786,City,5.46,Cyber,13.60,Tron,13.62,Military,19.19,0.0,0.00,Toonami,9.22,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.450224791265256,1745
787,Wires,11.84,Jaeger,14.50,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Primal,4.13,Aqium,19.59,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,70.15093127809891,3877
788,Wires,11.84,Mirakle,14.16,Tron,13.62,Frost,16.35,0.0,0.00,Biker,4.13,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.09698137443803,1679
789,0.0,0.00,Mystic,0.02,Mystic,1.94,Mystic,0.05,Hammer,0.07,NerdHerder,1.62,NerdHerdium,0.02,Fallen Angel,51.45,0.0,0.00,Dani,25.00,0.0,0.00,0.0,0.00,-1,-1,6.920359666024406,17
790,Energy,5.30,Mirakle,14.16,Orbital,7.89,Military,19.19,0.0,0.00,Demon,0.74,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,48.20166987797045,458
791,Energy,5.30,Ekko,14.34,Orbital,7.89,Frost,16.35,0.0,0.00,Spartan,20.90,Aqium,19.59,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.65061014771997,3454
792,Wiresv2,11.77,Ekko,14.34,Orbital,7.89,Cybernetic,19.64,0.0,0.00,Titan,7.64,Treenium,20.09,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,64.14579319203597,3084
793,EnergyV2,5.48,Mirakle,14.16,Classic,17.86,Frost,16.35,0.0,0.00,Ser,9.22,Treenium,20.09,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.26268464996788,2924
794,Alley,5.07,Brawler Yukon,13.69,Nexus,18.26,Military,19.19,Brawler Yukon Sword,13.30,Toonami,9.22,Avaxium,20.09,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,67.96724470134875,3640
795,LabV2,5.86,Gundam,5.57,Orbital,7.89,Frost,16.35,0.0,0.00,Ser,9.22,Aqium,19.59,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,52.39242132305716,920
796,Wiresv2,11.77,Cyber,13.60,Tron,13.62,Thicc,20.43,0.0,0.00,Primal,4.13,Treenium,20.09,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.02440590879898,3366
797,LabV3,3.54,Ronin,14.70,Gundam,4.42,Gundam,8.79,0.0,0.00,Primal,4.13,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,39.64354527938343,69
798,Barren,5.39,Stellar,5.37,Classic,17.86,Military,19.19,Stellar Hammer,1.91,Ser,9.22,Hopium,19.73,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.287732819524734,2538
799,Wires,11.84,Mirakle,14.16,Classic,17.86,Military,19.19,0.0,0.00,Moonbag V2,2.19,Hopium,19.73,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,64.54720616570327,3151
800,Barren,5.39,Mirakle,14.16,OrbitalV2,4.85,Frost,16.35,0.0,0.00,Toonami,9.22,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.88760436737316,626
801,RubbleV3,5.30,Jaeger,14.50,Frost,8.21,Military,19.19,0.0,0.00,Spartan,20.90,Treenium,20.09,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.26782273603082,3792
802,RubbleV3,5.30,Cyber,13.60,Tron,13.62,Tango,7.76,Cyber Axe,11.88,Titan,7.64,Treenium,20.09,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.434168272318566,1741
803,LabV2,5.86,Cyber,13.60,NexusV2,3.22,Military,19.19,0.0,0.00,Kroxa,4.15,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,47.30250481695568,376
804,SOPESGAL V2,1.35,Cyber,13.60,Frost,8.21,Thicc,20.43,0.0,0.00,Spartan,20.90,Treenium,20.09,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.69877970456005,3467
805,TrippyHippy,5.37,Jaeger,14.50,Classic,17.86,Military,19.19,0.0,0.00,Drone,6.76,Treenium,20.09,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.69621066152858,3008
806,LabV3,3.54,Stellar,5.37,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Formic,4.08,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,51.81438664097624,831
807,Barren,5.39,Brawler Yukon,13.69,Frost,8.21,Cybernetic,19.64,0.0,0.00,Drone,6.76,Treenium,20.09,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.104046242774565,2099
808,Energy,5.30,Mirakle,14.16,OrbitalV2,4.85,Cybernetic,19.64,Mirakle EnergyV2,3.54,Biker,4.13,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.34168272318561,561
809,Wiresv2,11.77,Ekko,14.34,Cosmic,19.73,Cybernetic,19.64,Ekko Spear,14.07,Spartan,20.90,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,79.01412973667308,4375
810,RubbleV2,5.35,Brawler Yukon,13.69,Tron,13.62,Cybernetic,19.64,Brawler Yukon Sword,13.30,Formic,4.08,Avaxium,20.09,Angel,48.55,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,67.46949261400128,3578
811,Barren,5.39,Mirakle,14.16,Classic,17.86,Cybernetic,19.64,Mirakle Blaster,4.46,TitanV2,0.34,Kushium,20.41,Angel,48.55,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.45279383429673,2380
812,City,5.46,Ekko,14.34,Cosmic,19.73,Tango,7.76,0.0,0.00,DroneV2,1.17,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,48.554913294797686,490
813,EnergyV2,5.48,Jaeger,14.50,Cosmic,19.73,Thicc,20.43,0.0,0.00,Lord,2.91,Hopium,19.73,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,65.51059730250482,3305
814,Energy,5.30,Jaeger,14.50,Nexus,18.26,Military,19.19,Jaeger Hammer,14.43,Lord,2.91,Hopium,19.73,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.73089274245343,3472
815,Wiresv2,11.77,Mirakle,14.16,Cosmic,19.73,Frost,16.35,0.0,0.00,Drone,6.76,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,62.925497752087345,2857
816,Wires,11.84,Ekko,14.34,Orbital,7.89,Cybernetic,19.64,Ekko Spear,14.07,Spartan,20.90,Kushium,20.41,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,77.16763005780348,4329
817,Barren,5.39,Ekko,14.34,Cosmic,19.73,Thicc,20.43,Ekko Spear,14.07,Titan,7.64,Kushium,20.41,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,72.12588310854207,4055
818,Rubble,5.39,Mirakle,14.16,Tron,13.62,Tango,7.76,0.0,0.00,WhiteWalker,0.86,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,44.05908798972383,193
819,Energy,5.30,Ekko,14.34,Cosmic,19.73,Military,19.19,0.0,0.00,Titan,7.64,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.191393705844575,2514
820,EnergyV2,5.48,Cyber,13.60,Cosmic,19.73,Military,19.19,0.0,0.00,Spartan,20.90,Aqium,19.59,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,76.44508670520231,4298
821,Alley,5.07,Mirakle,14.16,Classic,17.86,Cybernetic,19.64,0.0,0.00,Spartan,20.90,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.23570969813746,3791
822,Gengar x Zarda,0.95,Jaeger,14.50,Classic,17.86,Tango,7.76,0.0,0.00,KroxaV2,1.80,Hopium,19.73,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.529865125240846,690
823,Sunset,5.64,Cyber,13.60,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Moonbag V2,2.19,Hopium,19.73,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.808606294155425,3024
824,RubbleV2,5.35,Brawler Yukon,13.69,Nexus,18.26,CyberneticV2,7.80,Brawler Yukon Sword,13.30,Spartan,20.90,Kushium,20.41,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,70.74502247912653,3939
825,Gengar x Zarda,0.95,Ekko,14.34,Mystic,1.94,Thicc,20.43,Ekko Spear,14.07,FoxtrotV2,0.29,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,44.26782273603082,199
826,Wires,11.84,Stellar,5.37,Cosmic,19.73,Military,19.19,0.0,0.00,TitanV2,0.34,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.73667308927425,1257
827,Sunset,5.64,Brawler Yukon,13.69,Classic,17.86,Cybernetic,19.64,0.0,0.00,Lord,2.91,Hopium,19.73,Fallen Angel,51.45,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,67.18047527296082,3533
828,LabV2,5.86,Ronin,14.70,Frost,8.21,Gundam,8.79,0.0,0.00,Biker,4.13,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,43.641618497109825,184
829,RubbleV2,5.35,Jaeger,14.50,Classic,17.86,Thicc,20.43,0.0,0.00,Spartan,20.90,Hopium,19.73,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,76.28452151573539,4289
830,RubbleV3,5.30,Ekko,14.34,Cosmic,19.73,Frost,16.35,Ekko Spear,14.07,Spartan,20.90,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,72.0616570327553,4051
831,Wiresv2,11.77,Gundam,5.57,Nexus,18.26,Gundam,8.79,Gundam EnergyV2,1.06,Spartan,20.90,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.69364161849711,2421
832,Wiresv2,11.77,Jaeger,14.50,Mystic,1.94,Military,19.19,0.0,0.00,BikerV2,0.20,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,47.94476557482338,434
833,Alley,5.07,Ronin,14.70,Tron,13.62,Cybernetic,19.64,0.0,0.00,Toonami,9.22,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,58.285163776493256,1921
834,Wires,11.84,Cyber,13.60,Orbital,7.89,Tango,7.76,0.0,0.00,Titan,7.64,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.00449582530507,533
835,Bar,5.46,Jaeger,14.50,OrbitalV2,4.85,Frost,16.35,0.0,0.00,Formic,4.08,Kushium,20.41,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,53.05073859987155,1022
836,City,5.46,Mirakle,14.16,Classic,17.86,Frost,16.35,0.0,0.00,Toonami,9.22,Treenium,20.09,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,65.76750160565189,3338
837,LabV2,5.86,Cyber,13.60,NexusV2,3.22,Military,19.19,0.0,0.00,Titan,7.64,Kushium,20.41,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,56.26204238921002,1517
838,Barren,5.39,Ronin,14.70,Nexus,18.26,Frost,16.35,Ronin Blade,8.70,Primal,4.13,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,58.172768143866406,1896
839,LabV2,5.86,Ekko,14.34,Classic,17.86,Thicc,20.43,Ekko Spear,14.07,Kroxa,4.15,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,62.10661528580603,2691
840,LabV3,3.54,Brawler Yukon,13.69,Frost,8.21,Frost,16.35,0.0,0.00,Drone,6.76,Aqium,19.59,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,55.089916506101474,1334
841,Energy,5.30,Jaeger,14.50,Nexus,18.26,CyberneticV2,7.80,0.0,0.00,Ser,9.22,Hopium,19.73,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.47334617854849,2175
842,Bar,5.46,Mirakle,14.16,Classic,17.86,Frost,16.35,0.0,0.00,Ser,9.22,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,59.200385356454724,2116
843,Sunset,5.64,Ronin,14.70,Classic,17.86,Frost,16.35,Ronin Blade,8.70,Drone,6.76,Avaxium,20.09,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,65.89595375722543,3352
844,EnergyV2,5.48,Panther,2.01,Cosmic,19.73,Cybernetic,19.64,Panther Thanos,0.35,Toonami,9.22,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.54399486191394,1220
845,Barren,5.39,Brawler Yukon,13.69,Cosmic,19.73,Frost,16.35,Brawler Yukon Sword,13.30,Spartan,20.90,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,71.48362235067437,4007
846,Alley,5.07,Brawler Yukon,13.69,Nexus,18.26,Thicc,20.43,Brawler Yukon Sword,13.30,Formic,4.08,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.143224149004496,2512
847,Energy,5.30,Cyber,13.60,Cosmic,19.73,Military,19.19,Cyber Axe,11.88,Foxtrot,3.18,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.43673731535003,2378
848,Lab,0.88,Molten,2.01,Nexus,18.26,Cybernetic,19.64,0.0,0.00,DroneV2,1.17,Hopium,19.73,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.88760436737316,627
849,TrippyHippy,5.37,Mirakle,14.16,Gundam,4.42,Cybernetic,19.64,Mirakle Blaster,4.46,Primal,4.13,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.293513166345534,555
850,LabV2,5.86,Ekko,14.34,Classic,17.86,Military,19.19,0.0,0.00,Toonami,9.22,Avaxium,20.09,0.0,0.00,Prowess,18.82,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,68.20809248554913,3672
851,Wiresv2,11.77,Brawler Yukon,13.69,Orbital,7.89,Frost,16.35,0.0,0.00,Biker,4.13,Treenium,20.09,0.0,0.00,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,58.59023763648041,1993
852,Wires,11.84,Ronin,14.70,Nexus,18.26,Military,19.19,0.0,0.00,Titan,7.64,Aqium,19.59,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,64.96467565831728,3213
853,Bar,5.46,Jaeger,14.50,Cosmic,19.73,Thicc,20.43,Jaeger Hammer,14.43,Spartan,20.90,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,75.27296082209376,4235
854,RubbleV2,5.35,Brawler Yukon,13.69,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Drone,6.76,Hopium,19.73,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.76300578034682,3476
855,City,5.46,Stellar,5.37,Nexus,18.26,Military,19.19,0.0,0.00,KroxaV2,1.80,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.19267822736031,653
856,Rubble,5.39,Mirakle,14.16,Classic,17.86,Tango,7.76,0.0,0.00,Titan,7.64,Treenium,20.09,Angel,48.55,Telekinetic,17.07,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.91393705844573,2654
857,Barren,5.39,Jaeger,14.50,Cosmic,19.73,Frost,16.35,Jaeger Hammer,14.43,DonnieDarko,3.97,Avaxium,20.09,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.45793192035967,3421
858,Wires,11.84,Mirakle,14.16,Cosmic,19.73,Cybernetic,19.64,Mirakle EnergyV2,3.54,Drone,6.76,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.47398843930635,3426
859,RubbleV3,5.30,Mirakle,14.16,Gundam,4.42,Thicc,20.43,Mirakle Blaster,4.46,Formic,4.08,Aqium,19.59,0.0,0.00,Astral,18.09,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,55.73217726396918,1431
860,Energy,5.30,Jaeger,14.50,Cosmic,19.73,Thicc,20.43,Jaeger Hammer,14.43,Formic,4.08,Avaxium,20.09,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.38021836865768,3805
861,ScribbleWarlock,1.26,Ronin,14.70,Frost,8.21,Thicc,20.43,Ronin Blade,8.70,Spartan,20.90,Avaxium,20.09,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,69.1233140655106,3779
862,Energy,5.30,Cyber,13.60,Cosmic,19.73,Cybernetic,19.64,0.0,0.00,Titan,7.64,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.46435452793835,2574
863,TrippyHippy,5.37,Mirakle,14.16,Tron,13.62,Military,19.19,0.0,0.00,Biker,4.13,Aqium,19.59,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,60.35645472061657,2359
864,EnergyV2,5.48,Mirakle,14.16,Cosmic,19.73,CyberneticV2,7.80,0.0,0.00,SerV2,1.67,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,49.309569685292225,558
865,Rubble,5.39,Jaeger,14.50,Nexus,18.26,Cybernetic,19.64,0.0,0.00,KroxaV2,1.80,Kushium,20.41,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,63.166345536287736,2909
866,Energy,5.30,Brawler Yukon,13.69,Cosmic,19.73,Tango,7.76,0.0,0.00,Toonami,9.22,Hopium,19.73,0.0,0.00,Void,9.71,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.09698137443803,1680
867,LabV2,5.86,Ekko,14.34,Classic,17.86,Military,19.19,0.0,0.00,KroxaV2,1.80,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,56.1014771997431,1495
868,Wiresv2,11.77,Stellar,5.37,Mystic,1.94,Cybernetic,19.64,0.0,0.00,NerdHerder,1.62,Hopium,19.73,0.0,0.00,Void,9.71,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,46.16249197174053,298
869,Alley,5.07,Ekko,14.34,Tron,13.62,Tango,7.76,0.0,0.00,Toonami,9.22,Treenium,20.09,0.0,0.00,Supercharged,17.76,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,56.117533718689785,1498
870,EnergyV2,5.48,Brawler Yukon,13.69,Orbital,7.89,Military,19.19,0.0,0.00,Titan,7.64,Treenium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,52.68143866409763,965
871,EnergyV2,5.48,Mirakle,14.16,Nexus,18.26,Cybernetic,19.64,0.0,0.00,DonnieDarko,3.97,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,58.333333333333336,1931
872,RubbleV2,5.35,Ronin,14.70,Cosmic,19.73,Military,19.19,Ronin Thanos,7.64,Biker,4.13,Hopium,19.73,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,67.18047527296082,3534
873,Energy,5.30,Cyber,13.60,Mystic,1.94,Military,19.19,Cyber Axe,11.88,Titan,7.64,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,50.69043031470777,708
874,Wiresv2,11.77,Mirakle,14.16,Orbital,7.89,Frost,16.35,Mirakle EnergyV2,3.54,Toonami,9.22,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.40205523442518,1736
875,RubbleV3,5.30,Ekko,14.34,Orbital,7.89,Military,19.19,0.0,0.00,Demon,0.74,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,48.33012202954399,464
876,Wiresv2,11.77,Ronin,14.70,Nexus,18.26,Cybernetic,19.64,0.0,0.00,Spartan,20.90,Hopium,19.73,Fallen Angel,51.45,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,79.06229929351318,4378
877,Sunset,5.64,Mirakle,14.16,Classic,17.86,Cybernetic,19.64,0.0,0.00,Moonbag,2.66,Kushium,20.41,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,57.22543352601156,1705
878,Wiresv2,11.77,Molten,2.01,Frost,8.21,Tango,7.76,0.0,0.00,Lord,2.91,Hopium,19.73,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,37.29929351316634,39
879,Bar,5.46,Jaeger,14.50,Cosmic,19.73,Gundam,8.79,Jaeger Hammer,14.43,DonnieDarko,3.97,Avaxium,20.09,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,54.92935131663456,1297
880,Wires,11.84,Ekko,14.34,Classic,17.86,Frost,16.35,0.0,0.00,Formic,4.08,Aqium,19.59,0.0,0.00,Overdrive,18.55,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,66.32947976878613,3408
881,Wires,11.84,Mirakle,14.16,Nexus,18.26,CyberneticV2,7.80,0.0,0.00,Toonami,9.22,Hopium,19.73,0.0,0.00,Void,9.71,0.0,0.00,0.0,0.00,0.0,0.00,-1,-1,61.078998073217726,2502
